Date,ADS.DE,AKZA.AS,ALV.DE,ASML.AS,ATO.PA,BAS.DE,BAYN.DE,BEI.DE,BMW.DE,BN.PA,BNP.PA,CA.PA,CAP.PA,CO.PA,CON.DE,CRBN.AS,CS.PA,DAI.DE,DBK.DE,DSY.PA,DTE.DE,EN.PA,ENGI.PA,EO.PA,EXO.MI,G.MI,GFC.PA,HEI.DE,HEIA.AS,RMS.PA
2000/6/7,478468,973569,932443,7199053,42351,3912054,2458461,25395,1121615,2259383,4426161,835493,584953,103861,483325,214000,13010323,1901022,1902314,253368,5508457,15828400,1765000,16978,256918,7257910,34010,27901,3474713,38388
2000/6/8,251416,1737867,645925,5797039,55123,2979362,2436590,29004,932643,4422802,4564525,1370111,515357,137843,303874,120300,13596186,2229077,3616184,242044,5456695,17731600,3043500,14980,252333,3719870,39726,68568,1591307,15873
2000/6/9,1595712,939733,525181,3334271,46531,2481370,2180623,14988,908145,2887668,2077380,1036796,410837,187155,105343,79000,6973555,1484363,3793229,212742,3962596,6357900,2960000,17579,127651,2975060,3604,26628,1604075,14745
2000/6/13,1996816,1405600,482309,2758722,21230,2971384,2071706,44841,1403185,3145389,6658295,1019318,648025,120983,255065,451000,13972445,1997821,2380733,299442,4114050,7043100,1570500,16944,137668,3898400,5298,32173,2104332,27138
2000/6/14,148704,1365067,425803,3164324,30535,5089152,2041393,53790,781674,1542892,8839869,1069741,476963,179785,171040,1227600,30006835,2291336,3178167,330230,5289181,13065100,2189000,27932,100965,10154650,43106,36049,1317345,29355
2000/6/15,720208,786578,357626,5273644,34017,6106854,2477672,98823,638141,1921671,6574342,677532,511676,120854,170564,103400,28438683,2079311,2349601,148916,4498645,6420400,5038000,7203,110558,19349990,11231,31277,2282998,49137
2000/6/16,3460248,1470133,4263678,9267583,65809,27774476,15172501,102741,10205373,1436047,7829886,952326,779360,154055,219980,241200,12438710,19369324,14460399,271888,37656768,11676100,1596000,6302,204501,9305780,21570,35101,1260261,19311
2000/6/19,1807840,1468111,537865,3691201,28575,4092128,2634875,18642,1615134,988209,5837885,425154,296932,47201,341090,167431,14296502,2138051,2647683,156322,26672332,4731800,0,5517,0,2871110,10410,36662,895085,40449
2000/6/20,1632800,1185956,550646,6279778,74893,2661944,1942309,65388,766566,1573044,6013098,894555,439348,221716,248542,98900,15754368,1720237,2092430,523120,7316255,7250600,1665500,5514,156933,8287620,10586,21342,970427,35334
2000/6/21,1853136,2044800,365132,9317473,68908,2872588,2071347,26613,930611,1996028,9984898,838158,568497,317234,161848,209690,17339903,2681516,2417148,824646,8562240,10170200,2484500,15307,95586,4073190,10586,18533,1966767,9027
2000/6/22,1150384,918756,286640,3583683,163832,2028262,1234772,32841,1201470,1842384,3232186,745994,487730,100113,239754,637100,12730250,1938221,1130913,329528,4677787,4722400,1797000,4142,105921,3278880,27800,5252,2210872,46257
2000/6/23,2061744,1109156,443349,3003342,205182,2894792,1464814,38898,647976,1460574,18263414,1415422,1557961,114381,285211,555500,16498934,1963090,2346216,128116,5634006,8404600,3465000,8748,153170,17902280,4407,79564,1910332,10008
2000/6/26,478808,1243816,280520,2460470,82738,3523934,1431978,28284,746418,1691835,3390165,802589,499340,87616,239146,130134,10573452,2082303,1735230,333796,3585940,6204000,1386000,12277,151103,6697570,1117,47371,1065832,10971
2000/6/27,604848,1702489,315925,5008559,56076,3423682,1059032,100176,1167172,2061047,4507677,758353,464061,80619,490267,321800,18839203,1778003,1224184,252648,5910359,4493400,1545500,8718,64183,4667190,9308,25661,1523797,22500
2000/6/28,568784,987556,298383,2840581,152823,3269624,1720530,60237,906907,1626676,6455419,2308037,559033,161620,446743,199100,15103670,1716857,2203633,238092,7055066,4745100,2848500,5508,64316,4911170,54282,23338,1520963,33732
2000/6/29,2434720,1369689,350658,4871602,60620,2675166,1947983,95871,968630,2370556,8115966,1590125,975556,213790,437388,133600,18300408,1535131,1867152,507514,11654789,16756800,3214000,17146,41791,12787830,82058,25510,2150171,51894
2000/6/30,1706800,4162400,423686,2309384,66742,3435520,3209659,116583,951287,1736103,4085229,2064189,562329,127199,301975,124800,17685911,1821727,2247060,418106,4417127,6179500,2123000,7580,49211,7881830,28240,39423,1836223,38853
2000/7/3,1830048,15477,246537,30046,93568,2591954,1653902,125253,722187,1099179,4023983,895693,435132,74500,177845,1207,11227467,1640001,1912826,269636,4904718,356323,2193500,12594,136078,5414860,6032,14675,14477,22176
2000/7/4,491544,830400,836470,1993581,66056,1774744,1613420,121095,754552,3551362,5223407,1041609,532140,513646,174701,281500,10223294,1953734,2608856,244864,8030735,466711,1741500,4375,54325,2989030,4983,12034,1143693,17493
2000/7/5,761276,12889,558800,36755,108357,2886362,2145924,170490,721985,3656990,7125449,1228555,460822,476322,261150,600,13274779,2445970,2377968,758432,6939688,939860,2255500,14824,29203,2374460,7220,6654,13595,89985
2000/7/6,792592,10667,348326,42162,65651,3016444,1470791,64863,3488206,1492384,5155739,970085,367933,278769,186475,1300,22299380,2060753,2266730,766440,4901021,394922,2738500,9441,165678,5722640,3639,33266,13235,32772
2000/7/7,0,22430,0,29698,81012,0,0,142317,0,2295487,3690250,1777460,453407,307848,0,1604,17125531,0,0,279864,0,711199,0,14820,0,9083030,20629,0,16871,34584
2000/7/10,1232592,9333,452855,27836,146601,2010608,1259313,68892,840453,1433889,3341829,747288,281632,112334,281258,118300,18152571,3060106,3196958,238496,3617233,379489,1582000,10639,123093,4256670,23600,8995,11133,23493
2000/7/11,663640,1061867,499750,2568515,47473,2981174,1393403,42528,1287499,1195070,2247056,717497,340324,286119,181169,1657400,55717974,1575619,2420808,141718,4991730,267000,1854500,45638,221593,3907860,6218,14312,11690,41787
2000/7/12,496752,2983111,476104,2460167,57957,6119832,3125853,49296,1674403,2096375,4326098,1368084,471495,391661,150805,725000,26522974,1500438,2742908,603510,4182640,614783,2569500,77626,121900,3955600,18804,45637,1207508,20736
2000/7/13,0,2552178,0,32716,85214,0,0,33078,0,1725018,5420882,884244,837602,280514,0,588900,16715856,0,0,212500,0,2111968,2307500,28980,119648,7377810,7796,0,18173,39234
2000/7/14,1076688,1020622,1790310,3610239,0,3477172,2471998,32130,2143582,0,0,0,0,0,553838,893700,0,2290136,6672178,0,4505591,0,0,0,106928,8663820,0,12734,21526,0
2000/7/17,771288,1396668,1007911,4335731,254499,2346972,1161687,21891,1121356,816956,2882116,677590,528555,157994,344962,254057,10088041,2041386,5028897,249506,3731626,512783,2282000,27640,76241,3100680,22065,53561,1759918,26325
2000/7/18,597604,1973689,436472,3367130,66176,1379428,944681,16875,1028012,941961,3702226,996074,338874,205482,265139,145960,11072713,1803757,4018154,237454,2613331,570745,2008500,21163,31933,2819520,3909,6044,1347196,49968
2000/7/19,1310708,1550170,524742,7092331,36033,3228586,1482310,102960,905249,1239326,2615654,516093,397502,156317,576506,189300,6398243,4385050,2898220,281338,3276037,486154,2017000,25327,230206,2123000,5923,19390,1936290,33597
2000/7/20,730272,1148554,504583,4925057,27220,2174850,1898614,68883,1391721,1305230,3070747,806291,555364,270608,390468,320800,9540846,3217972,3605937,1013918,10994635,378204,2048500,9857,258958,3304290,5026,20434,1781033,80511
2000/7/21,798080,1281244,566402,5264611,237007,2644852,1498745,39024,735617,1028896,3505700,802903,1634670,184684,243200,295600,11859814,2136050,2198128,402738,8504236,643781,2159000,44992,59095,3249620,39523,18789,1659215,25437
2000/7/24,633876,928189,443852,1810290,51650,1896424,1245266,16722,956228,1073990,6579661,1073031,464364,177528,259096,484886,13992995,3101964,2839900,228090,22160544,3878510,0,28148,0,2491170,24137,16128,490942,12894
2000/7/25,857280,928178,480248,1891325,41747,1571734,1768933,50307,605975,1262378,4307489,611406,332301,55888,256815,312200,13108425,2468410,2932084,153858,24048116,427829,2359000,11836,127863,3551240,6988,19262,498610,13956
2000/7/26,2001744,1797778,959552,1564676,13806,1863576,1056152,35010,828251,1092040,5150763,657891,231075,105418,199998,403900,10716072,4893075,4018310,177504,10142897,930911,2142000,11346,108915,2685760,5099,18130,653907,22785
2000/7/27,231980,2618074,379099,3996841,39728,1888326,1482978,54426,626421,4569944,8499657,1869117,438877,78405,528952,189386,11099431,2273723,2672687,353418,7705899,698922,0,18938,0,4812500,4108,18820,1033342,188313
2000/7/28,224760,3950844,328640,5798180,198380,1464562,1446556,38859,809649,3979488,5262455,1134996,353685,106244,363794,1028237,8959133,2566751,2024162,232910,7821649,507358,1594000,14720,53530,2962410,32057,20969,1154205,15552
2000/7/31,494600,1108622,680070,3151730,43316,2182176,1457099,105354,2044993,5935360,2592236,1224902,370809,174423,461391,438000,9740700,1290869,2744132,168222,6657205,924665,1330000,15053,59625,3705460,1690,38880,769038,21327
2000/8/1,415480,2154916,502687,2283831,20049,2100474,1438498,33363,2267969,4049046,2082032,2541601,241332,157109,292145,373511,9046368,1718378,2880733,120406,5794399,637067,1219000,15331,68635,2584670,17742,18333,1558711,33009
2000/8/2,2902880,1974844,439364,2085981,93710,1505024,1690355,64209,1071373,2664003,6694574,3757077,493867,167365,284352,737400,11077163,1936646,4822595,91916,6792939,559715,3236500,59941,21651,5856730,20891,23478,1130132,112389
2000/8/3,1022048,8211022,386742,11543019,77537,2422628,1783989,42909,791972,2024180,5125817,1746851,615250,148767,221039,866100,10345764,1854591,4598293,298534,7890425,1163908,3288500,35998,67098,3531880,5853,20195,2099526,9429
2000/8/4,1182276,1742756,421259,6212428,69595,2369982,1833084,99297,1180536,1089196,3466022,738081,354346,112993,336966,308400,10813458,2430179,3054988,190954,6804794,861467,1512000,20404,57108,2156110,8754,41600,3257255,21144
2000/8/7,1465396,1031556,433864,2773711,37999,2367566,1375639,120438,483498,2356101,3703358,563382,209790,93980,454256,303900,10697172,2174561,3040076,237188,5571609,488318,1345500,16491,40280,1929950,14571,32188,2445945,22740
2000/8/8,1647532,1512724,351987,3312671,59210,13964178,2876354,92511,939121,1278138,6253599,794289,331985,74387,182491,489617,11659526,2298104,3966142,177098,5248346,734919,4850500,20046,99375,6631570,3520,48649,1659453,142653
2000/8/9,1954284,3045989,408623,5847248,127611,11006698,2643323,51360,985465,1062795,4988225,4528802,2517117,322829,1208374,231970,12527079,4671855,2776032,204006,8003247,1345104,0,9527,197611,4941420,4014,29188,1952466,205887
2000/8/10,1390828,2446756,403869,3975116,14378,3718720,2870141,21105,870039,2210346,4378718,1303366,558797,114079,654997,274600,14811613,4820224,2405125,156594,10879886,1689233,2193500,12866,108650,2695880,4579,4043,1124620,117951
2000/8/11,789588,992889,298644,2284060,10055,3175620,2347207,25734,494338,997764,2763997,730652,637310,118752,751974,134700,9176654,2119009,1547239,101402,6914126,357835,1389500,7084,92803,2420550,3897,9239,753088,68340
2000/8/14,364800,539200,189886,2192481,60384,2249126,1236665,43149,553095,1056076,1080117,556456,194939,46800,534029,158700,7963111,1596444,1235628,89040,6362104,561283,1220000,9271,67496,1044120,1215,22569,1142886,65673
2000/8/15,1140692,1352267,234284,3258708,34370,2294934,2127486,13221,435978,2611189,2924223,302129,124648,36679,242320,283200,4316346,1310627,2569183,57936,4026978,231967,715000,2965,0,0,12653,3212,2006147,13608
2000/8/16,934604,1783733,223559,4043911,100391,3232368,2228252,53547,813720,2687984,2531718,602661,210438,67659,263204,129939,11138598,1280444,6458576,119176,5312876,473793,1343500,21488,357803,2420220,41852,15512,2176218,110748
2000/8/17,473800,2043378,307242,3477731,67493,4092964,1579181,75222,634193,1374356,1881024,909895,207288,113790,163941,140800,8597808,916276,3921538,177326,10302012,669278,1192500,20496,271678,1697740,43186,25998,1458956,42090
2000/8/18,928000,993333,424082,5858434,248003,2902550,2244582,33816,918900,1421744,2556575,543580,330733,65933,434874,402100,5833547,1888638,2865459,83816,6512380,531188,2118500,20377,67231,2460150,3040,33415,907331,28629
2000/8/21,2388560,1270311,345950,2652085,127947,2428012,1615623,33354,523379,1889315,2547081,659153,168161,81120,298675,215800,9752001,1369130,2415759,156468,7484840,290748,2208500,8602,50138,3297250,14966,76933,1598920,126963
2000/8/22,1506628,2252711,467957,2455650,77583,3974936,1935374,48225,753166,1837878,4338660,1396233,530286,157798,228087,339200,14045463,1663003,2571411,151134,9586018,519815,2899500,14090,136263,2331340,10203,65386,2009182,177762
2000/8/23,4366080,1810133,355986,3374653,100897,2881252,1777028,26133,807289,2554573,4301131,1085545,436615,125347,358988,617100,10400282,1642509,4627041,260952,8827418,850782,2382000,11795,226443,2680480,53127,40584,2398805,27726
2000/8/24,549956,1312356,275769,2672140,87383,2680262,2229265,17061,540443,2470301,3542093,2011238,358565,320313,315584,95200,17163616,1372876,3602042,337456,7482206,1276630,2291000,16305,121423,2296250,15001,66706,1583495,101430
2000/8/25,830888,1612178,288915,2378171,165922,3096982,3202523,44307,567212,1248533,4006769,1474866,451489,164102,267614,445800,7066407,1012311,1881883,158040,10768988,608732,2238000,11616,100038,2918960,19230,23225,1448395,142665
2000/8/28,1569356,915200,273464,1349245,0,3040436,1956788,14340,461253,895701,2847134,1435636,474523,80132,212115,113500,7781390,1200730,1296186,212566,7479348,883107,1124500,8795,89968,1598300,7050,13281,1088856,76296
2000/8/29,1572208,7545778,211034,1939510,1190727,2660268,1803717,34053,557412,4835236,11020660,2817857,1185038,216860,283018,177200,34927295,1529514,2068961,732548,7470001,1576214,6860000,23390,46375,6194760,6931,8717,2737901,353355
2000/8/30,9579744,1873067,406228,2976854,400771,2431466,2062123,42642,1279288,1830396,5014453,1796447,881703,172680,317803,138600,61923246,1818764,2152404,295294,6970346,1890063,2124500,21683,59890,8394210,19455,21197,2435862,246537
2000/8/31,2295096,2663733,347001,3080137,263130,3252400,2037541,41532,508511,1594066,5604078,3996675,535325,222023,208923,116100,30715768,1870440,2235363,293158,7851795,1179749,10647000,50656,139576,4770590,10734,29361,1904301,78951
2000/9/1,11517200,1378844,478626,7929426,398445,3043270,2639871,75933,1202411,2009742,5099707,2183175,887666,120842,418678,507700,29710095,1846271,3269801,235966,12207191,908079,8389500,11834,80428,7630370,12018,63206,2291550,107655
2000/9/4,1263592,983200,276625,4560316,300127,2621554,1575230,28050,628848,2382934,4656893,1324221,377904,132426,121907,331400,17687261,1189483,1340926,400860,9042872,1055475,5395500,28414,94261,5516390,10584,11118,866576,48153
2000/9/5,2209904,831911,535953,5739204,171627,4090620,1132978,90867,515841,1699580,4720301,1643365,494933,201085,194645,78400,18143204,1424453,1870796,286912,9642711,582231,4238500,69467,79500,5316850,15448,25636,620197,39891
2000/9/6,569212,778578,1003519,4606516,92816,3181246,1272067,49371,635807,2304491,9286018,734135,547731,155018,347739,314800,25009757,1360072,4908577,382344,6333982,522946,1661000,26130,60420,5353150,49408,12273,1274498,75300
2000/9/7,706304,2040622,544079,4117139,116332,3729292,1999901,34920,678320,2708157,5791614,1009835,396608,140932,190410,100800,19570469,1978028,2074406,85852,6842930,566181,1525000,15478,90286,3249620,18292,26492,775132,31602
2000/9/8,570664,1619556,277086,2830041,62426,5688168,3669071,36405,612476,1874359,3686899,1062784,281759,124927,256173,180300,10502034,1506101,2201555,258008,6615806,636428,1485000,11331,53928,3970450,5259,21210,1011422,81168
2000/9/11,1336964,873288,426367,2199257,44016,1945658,1681261,11994,493761,2530321,4797241,674279,452501,66298,104356,144600,6901804,1459596,2081761,95386,8735049,528436,1716500,11338,27878,5254920,5415,98702,1011155,23046
2000/9/12,857892,2685067,491210,3221954,72167,4597672,1731711,12543,812532,2057388,4484933,1052377,371444,104341,98932,186400,17431638,3062344,4888338,222676,8754646,816760,1610500,8242,73856,3222340,3448,18421,1399780,114768
2000/9/13,0,1609244,0,5916475,99467,0,0,29175,0,1669241,5392727,908625,382886,47983,0,358900,11101431,0,0,107900,0,898913,1575500,25377,36438,4743860,7535,0,1501817,203550
2000/9/14,548988,2655556,531234,5289934,177330,3805540,2976953,55623,618065,3089353,6940289,837464,995836,113296,94846,621700,21020652,1903255,2839844,132520,12345024,863552,1994500,19163,579291,8637090,5562,18483,1765130,230958
2000/9/15,1409732,1447289,2166755,3401278,81844,11956332,5982785,97128,1947917,10743550,8643627,1153502,749277,64157,230372,486000,16504618,7849133,6594071,212930,46045636,644209,3362500,16518,258693,13537260,41498,16134,4569805,61416
2000/9/18,557588,1362222,631897,3649321,77301,2850930,1976457,83391,993512,3200772,6029759,834663,439360,113843,201328,281700,11959450,2552830,2663690,226140,10340713,786404,1763500,8174,122033,5029640,312935,28714,5806876,70599
2000/9/19,601216,1892711,540415,6535555,49060,5177316,1450719,13641,1134986,2233258,3994712,1096963,611849,109149,1335050,153000,13747273,3319104,1810471,136018,9309942,690505,1579500,41034,211603,5242160,3251,31083,3283066,36036
2000/9/20,1426400,2071378,448868,4305429,51281,2744798,1528442,36318,1234761,1480196,4352762,764234,416741,76525,449663,312500,14256068,2454464,1703048,238288,11166295,1584457,2504000,14922,91558,3727570,7320,19537,2285053,83697
2000/9/21,2410032,3192533,804373,3634332,132232,5271126,2386292,77946,1798218,1756976,8450512,1309888,465988,163653,468785,362200,50398039,3019187,4158824,124674,17586976,1562999,3230500,17741,101893,4227080,14110,36441,2061062,147864
2000/9/22,626196,1860978,650749,17354157,184723,4874432,3361288,23763,1165771,3737311,10375370,1395134,923334,115500,444975,168500,37178995,2976141,4870891,631624,11123727,1687470,3080000,17654,82813,5665330,9879,27127,5508702,105978
2000/9/25,465992,1249778,374218,6877982,133959,2694190,1652056,22512,1311274,1314865,6085346,939385,419954,94488,230322,331100,11429255,2845102,2746850,287550,11717451,577392,2163000,7365,225436,2761770,19275,27101,1413706,57792
2000/9/26,590764,1656267,377991,4629445,36313,2065790,1954903,33084,728174,1067929,5901306,1648881,263925,129439,173856,481900,12442944,2746957,2936387,262408,11024225,906600,1677000,2979,142835,4151180,73789,9694,1411513,35118
2000/9/27,767772,1245778,457703,4646899,42013,2218780,1238360,42000,1092185,1536817,5813917,1456267,295195,98226,583913,214300,12764801,7558672,2805888,84696,12910714,600314,1268500,2931,108571,4363150,3696,101222,2232630,22125
2000/9/28,1541408,1217156,381250,4944769,48173,2224774,1352419,11166,1238129,1448819,4905691,1469137,188926,149296,370632,133500,11565841,5893076,1684257,138810,9181586,764853,2608000,4969,32463,3773110,6193,7900,942363,91761
2000/9/29,1134712,1198400,307850,3044546,52062,2184494,1469681,33873,2409906,2644474,6387028,2040915,329680,254577,414845,366400,21925455,2911613,3066964,162698,7168598,1003394,2298500,6696,41128,4446530,4575,12883,1272932,61422
2000/10/2,606412,1529867,398254,15306642,88906,2532058,1570883,68838,1677333,2022238,3219567,1247820,216420,115726,480016,528400,12774918,2433472,1499713,109430,7020712,633997,3472500,8146,115858,3238730,7929,9542,2153710,39135
2000/10/3,0,1330844,0,8406689,63006,0,0,0,0,1821058,4302097,1483448,497654,108699,0,455000,9524412,0,0,434006,0,669444,1872000,3883,175748,3383930,6700,0,2252611,87894
2000/10/4,530380,5326044,491667,5877188,57852,4841654,2851673,30627,3173748,2917172,4517171,1112229,612808,191460,336770,216100,16265012,3872018,3815655,454838,7884580,1037164,3354500,5079,139920,3983870,5478,30930,2287675,34962
2000/10/5,300444,3124711,413402,7695483,33183,3629808,2265173,16926,1222567,4321773,5470475,1393866,330745,212836,224793,223100,20207483,2056893,4631304,338428,8035844,800927,6850000,11127,100488,4941970,5562,3945,1835315,67086
2000/10/6,686968,2648267,449166,11305790,26482,4348488,2852237,28467,1927247,4130355,5255006,750925,311668,120049,325699,644100,18941889,3786012,3433358,479770,8114665,1200552,6055000,7545,68635,2931720,5700,11179,4527533,29823
